date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:33	10293/10293	---M--	200	added ('OK')	image/png	etag:%221b2c1-2835-2f688080%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_organization.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_organization.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:33	1163/1163	---M--	200	added ('OK')	image/png	etag:%221b2c8-48b-1242f440%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_search_submitbutton.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_search_submitbutton.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:35	64134/64134	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:11:28%20GMT	http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es	E:/DMV/dmv/www.dmv.ca.gov/portal/home/dmvc69a.html	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:37	65680/65680	---M--	200	added ('OK')	image/png	etag:%221b2c5-10090-1242f440%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_bg.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_bg.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:43	55781/55781	---M--	200	added ('OK')	image/jpeg	etag:%221b314-d9e5-598013c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/legacy_plates/legacy_homesite_banner.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/legacy_plates/legacy_homesite_banner.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:46	16226/16226	---M--	200	added ('OK')	image/png	etag:%221b438-3f62-9d5d15c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/hawdsurvey.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/hawdsurvey.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:46	71915/71915	---M--	200	added ('OK')	image/jpeg	etag:%221b44d-118eb-e8c1af00%22	http://www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/ab60_eng.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/ab60_eng.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:48	67847/67847	---M--	200	added ('OK')	image/jpeg	etag:%221b382-10907-b7dba440%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/slider1.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/slider1.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:53	46977/46977	---M--	200	added ('OK')	image/jpeg	etag:%221b32f-b781-e8851700%22	http://www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/pedestrian_safety_banner.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/pedestrian_safety_banner.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:57	59068/59068	---M--	200	added ('OK')	image/jpeg	etag:%221b291-e6bc-a2476e40%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/senior_ombud_en.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/senior_ombud_en.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:58	70820/70820	---M--	200	added ('OK')	image/jpeg	etag:%221b385-114a4-a76a6300%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/slider4.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/slider4.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:58	599/599	---M--	200	added ('OK')	image/png	etag:%221b218-257-4019f600%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_star.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_star.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:11:59	1311/1311	---M--	200	added ('OK')	image/png	etag:%2222677-51f-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/about/img/rss.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/about/img/rss.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:00	1490/1490	---M--	200	added ('OK')	text/css	etag:%222306d-5d2-165b700%22	http://www.dmv.ca.gov/imageserver/dmv/css/site_tabpanel.css	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/css/site_tabpanel.css	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:00	40845/40845	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:11:55%20GMT	http://www.dmv.ca.gov/portal/home/rss.htm	E:/DMV/dmv/www.dmv.ca.gov/portal/home/rss.html	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:00	456/456	---M--	200	added ('OK')	application/x-javascript	etag:%2223097-1c8-a42cf800%22	http://www.dmv.ca.gov/imageserver/dmv/js/site_tabpanel.js	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/js/site_tabpanel.js	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:00	1410/1410	---M--	200	added ('OK')	image/png	etag:%221b21a-582-40293840%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_info.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_info.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:02	8585/8585	---M--	200	added ('OK')	image/gif	etag:%2222c6c-2189-34c81c00%22	http://www.dmv.ca.gov/imageserver/dmv/images/gov_brown.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/gov_brown.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:02	8535/8535	---M--	200	added ('OK')	image/gif	etag:%2222c6d-2157-37f0d340%22	http://www.dmv.ca.gov/imageserver/dmv/images/sec_kelly.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/sec_kelly.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:02	1722/1722	---M--	200	added ('OK')	text/css	etag:%222305f-6ba-a30c0cc0%22	http://www.dmv.ca.gov/imageserver/dmv/css/site_slideshow.css	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/css/site_slideshow.css	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:04	9802/9802	---M--	200	added ('OK')	image/gif	etag:%221b457-264a-8258900%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_socmed.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_socmed.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:04	64614/64614	---M--	200	added ('OK')	image/jpeg	etag:%221b3f2-fc66-15506cc0%22	http://www.dmv.ca.gov/imageserver/dmv/images/aoi/bicycle/bicycle_banner_hmpg.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/aoi/bicycle/bicycle_banner_hmpg.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:05	11243/11243	---M--	200	added ('OK')	image/gif	etag:%221b38a-2beb-f7088dc0%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_1.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_1.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:05	9400/9400	---M--	200	added ('OK')	image/gif	etag:%221b45d-24b8-4af9a1c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_water.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_water.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:07	9570/9570	---M--	200	added ('OK')	image/gif	etag:%221b45a-2562-4b352b80%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_lowcostins.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_lowcostins.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:07	12849/12849	---M--	200	added ('OK')	image/gif	etag:%221b38f-3231-e2294040%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_6.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_6.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:07	9916/9916	---M--	200	added ('OK')	image/gif	etag:%221b45e-26bc-4bde8380%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_coveredca.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/slideshow/slideshow_coveredca.gif	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:08	215611/215611	---M--	200	added ('OK')	image/jpeg	etag:%221b295-34a3b-b669c380%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/making_appt.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/making_appt.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:08	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:12:04%20GMT	http://www.dmv.ca.gov/portal/home/component.js	E:/DMV/dmv/www.dmv.ca.gov/portal/home/component.2e.delayed	(from http://www.dmv.ca.gov/imageserver/plumtree/common/private/js/jsincluder/LATEST/PTIncluder.js)
17:12:09	371/371	---M--	200	added ('OK')	image/png	etag:%221b2c7-173-1242f440%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_search_textfield.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_search_textfield.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:09	653/653	---M--	200	added ('OK')	image/png	etag:%221b2c3-28d-5c0e5540%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_search_radiobutton.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_search_radiobutton.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:09	177/177	---M--	200	added ('OK')	image/png	etag:%221b1db-b1-2a39fc40%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/nav_divider.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/nav_divider.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:09	12888/12888	---M--	200	added ('OK')	image/png	etag:%221b2c4-3258-1242f440%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/body_background.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/body_background.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:09	92629/92629	---MC-	200	added ('OK')	text/javascript	date:Fri,%2008%20Feb%202013%2015:35:10%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	E:/DMV/dmv/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from http://www.dmv.ca.gov/portal/home/dmv.htm)
17:12:13	2082/2082	---M--	200	added ('OK')	image/png	etag:%221b1df-822-5e559540%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/nav_highlight.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/nav_highlight.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:16	365/365	---M--	200	added ('OK')	image/png	etag:%221b1fd-16d-2a39fc40%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/page_content_shadow.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/page_content_shadow.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:17	34488/34488	---M--	200	added ('OK')	image/png	etag:%221b21c-86b8-93123200%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/ribbon.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/ribbon.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:17	961/961	---M--	200	added ('OK')	image/png	etag:%221b1ff-3c1-4019f600%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_arrow_right_green.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_arrow_right_green.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:17	5716/5716	---M--	200	added ('OK')	image/png	etag:%221b2ca-1654-1233b200%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/footer_bottom_shadow.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/footer_bottom_shadow.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:20	418/418	---M--	200	added ('OK')	image/png	etag:%221b215-1a2-4019f600%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_blue_disc.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/content/bullet_blue_disc.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:20	1320/1320	---M--	200	added ('OK')	image/gif	etag:%2222630-528-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/ca_master/warning_bg.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/ca_master/warning_bg.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:21	1010/1010	---M--	200	added ('OK')	image/jpeg	etag:%221b21f-3f2-93123200%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/testimonial_container_bg.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/testimonial_container_bg.jpg	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:21	8380/8380	---M--	200	added ('OK')	image/jpeg	etag:%221b252-20bc-93217440%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/home/outage_container_bg.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/home/outage_container_bg.jpg	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_styles.css)
17:12:21	82/82	---M--	200	added ('OK')	image/gif	etag:%221b1f5-52-2a2aba00%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/block_with_image_corners.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/block_with_image_corners.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_box_with_rounded_corners.css)
17:12:22	166/166	---M--	200	added ('OK')	image/png	etag:%221b212-a6-2a1b77c0%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/common/nav_shadow.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/common/nav_shadow.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_navigation.css)
17:12:22	3378/3378	---M--	200	added ('OK')	image/png	etag:%221b2c9-d32-890db880%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/footer_bg.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/footer_bg.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_design01.css)
17:12:22	25489/25489	---M--	200	added ('OK')	image/png	etag:%221b2c6-6391-b23d8b40%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/footer_curve.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/footer_curve.png	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_design01.css)
17:12:23	148/148	---M--	200	added ('OK')	image/gif	etag:%22225dd-94-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/blue_bar_20.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/blue_bar_20.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:23	44/44	---M--	200	added ('OK')	image/gif	etag:%22225fd-2c-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/bullet_square.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/bullet_square.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:23	1023/1023	---M--	200	added ('OK')	image/gif	etag:%2223007-3ff-a1373d40%22	http://www.dmv.ca.gov/imageserver/dmv/images/ico/remove.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/ico/remove.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:23	603/603	---M--	200	added ('OK')	image/gif	etag:%222300a-25b-a1373d40%22	http://www.dmv.ca.gov/imageserver/dmv/images/ico/cart.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/ico/cart.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:24	1040/1040	---M--	200	added ('OK')	image/gif	etag:%2223002-410-a1467f80%22	http://www.dmv.ca.gov/imageserver/dmv/images/ico/print.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/ico/print.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:27	152/152	---M--	200	added ('OK')	image/gif	etag:%222260d-98-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/btn_gray_bg.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/btn_gray_bg.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:27	152/152	---M--	200	added ('OK')	image/gif	etag:%22225e3-98-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/btn_gray_hover_bg.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/btn_gray_hover_bg.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:27	149/149	---M--	200	added ('OK')	image/gif	etag:%22225eb-95-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/btn_blue_bg.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/btn_blue_bg.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:28	152/152	---M--	200	added ('OK')	image/gif	etag:%22225f0-98-4d9e2a00%22	http://www.dmv.ca.gov/imageserver/dmv/images/btn_blue_hover_bg.gif	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/btn_blue_hover_bg.gif	(from http://www.dmv.ca.gov/imageserver/dmv/css/site_dmv_app.css)
17:12:30	32196/32196	---MC-	200	added ('OK')	text/html	date:Wed,%2009%20Jul%202014%2000:12:25%20GMT	http://www.dmv.ca.gov/portal/home/dmvsearch.htm	E:/DMV/dmv/www.dmv.ca.gov/portal/home/dmvsearch.html	(from http://www.dmv.ca.gov/imageserver/dmv/js/site_scripts.js)
17:12:30	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:12:25%20GMT	http://www.dmv.ca.gov/portal/home/^(([^:/?	E:/DMV/dmv/www.dmv.ca.gov/portal/home/^(([^_/indexd41d.html	(from http://www.dmv.ca.gov/imageserver/plumtree/portal/private/js/dojo.js)
17:12:30	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:12:25%20GMT	http://www.dmv.ca.gov/portal/home/GET	E:/DMV/dmv/www.dmv.ca.gov/portal/home/GET.4a.delayed	(from http://www.dmv.ca.gov/imageserver/plumtree/portal/private/js/dojo.js)
17:12:30	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:12:25%20GMT	http://www.dmv.ca.gov/portal/home/Version/	E:/DMV/dmv/www.dmv.ca.gov/portal/home/Version/index.html	(from http://www.dmv.ca.gov/imageserver/plumtree/portal/private/js/dojo.js)
17:12:30	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:12:27%20GMT	http://www.dmv.ca.gov/portal/home/OpenerAS_GetApplicationBaseURL	E:/DMV/dmv/www.dmv.ca.gov/portal/home/OpenerAS_GetApplicationBaseURL.4b.delayed	(from http://www.dmv.ca.gov/imageserver/plumtree/portal/private/js/ptcommonopener.js)
17:12:33	14587/14587	---M--	200	added ('OK')	image/png	etag:%221b2cb-38fb-1233b200%22	http://www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_organization_es.png	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/site/design01/header_organization_es.png	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
17:12:34	11671/11671	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jul%202014%2000:12:30%20GMT	http://www.dmv.ca.gov/portal/home/Firefox/	E:/DMV/dmv/www.dmv.ca.gov/portal/home/Firefox/index.html	(from http://www.dmv.ca.gov/imageserver/plumtree/portal/private/js/dojo.js)
17:12:40	32573/32573	---M--	200	added ('OK')	image/jpeg	etag:%221b44e-7f3d-17e55000%22	http://www.dmv.ca.gov/imageserver/dmv/images//hmpg/banner/ab60_span.jpg	E:/DMV/dmv/www.dmv.ca.gov/imageserver/dmv/images/hmpg/banner/ab60_span.jpg	(from http://www.dmv.ca.gov/portal/home/dmv.htm?lang=es)
